Dissemination Identifier,Original Dissemination Identifier,Action type,Event type,Event timestamp,Amendment indicator,Asset Class,Product name,Cleared,Mandatory clearing indicator,Execution Timestamp,Effective Date,Expiration Date,Maturity date of the underlier,Non-standardized term indicator,Platform identifier,Prime brokerage transaction indicator,Block trade election indicator,Large notional off-facility swap election indicator,Notional amount-Leg 1,Notional amount-Leg 2,Notional currency-Leg 1,Notional currency-Leg 2,Notional quantity-Leg 1,Notional quantity-Leg 2,Total notional quantity-Leg 1,Total notional quantity-Leg 2,Quantity frequency multiplier-Leg 1,Quantity frequency multiplier-Leg 2,Quantity unit of measure-Leg 1,Quantity unit of measure-Leg 2,Quantity frequency-Leg 1,Quantity frequency-Leg 2,Notional amount in effect on associated effective date-Leg 1,Notional amount in effect on associated effective date-Leg 2,Effective date of the notional amount-Leg 1,Effective date of the notional amount-Leg 2,End date of the notional amount-Leg 1,End date of the notional amount-Leg 2,Call amount,Call currency,Put amount,Put currency,Exchange rate,Exchange rate basis,First exercise date,Fixed rate-Leg 1,Fixed rate-Leg 2,Option Premium Amount,Option Premium Currency,Price,Price unit of measure,Spread-Leg 1,Spread-Leg 2,Spread currency-Leg 1,Spread currency-Leg 2,Strike Price,Strike price currency/currency pair,Post-priced swap indicator,Price currency,Price notation,Spread notation-Leg 1,Spread notation-Leg 2,Strike price notation,Fixed rate day count convention-leg 1,Fixed rate day count convention-leg 2,Floating rate day count convention-leg 1,Floating rate day count convention-leg 2,Floating rate reset frequency period-leg 1,Floating rate reset frequency period-leg 2,Floating rate reset frequency period multiplier-leg 1,Floating rate reset frequency period multiplier-leg 2,Other payment amount,Fixed rate payment frequency period-Leg 1,Floating rate payment frequency period-Leg 1,Fixed rate payment frequency period-Leg 2,Floating rate payment frequency period-Leg 2,Fixed rate payment frequency period multiplier-Leg 1,Floating rate payment frequency period multiplier-Leg 1,Fixed rate payment frequency period multiplier-Leg 2,Floating rate payment frequency period multiplier-Leg 2,Other payment type,Other payment currency,Settlement currency-Leg 1,Settlement currency-Leg 2,Settlement location,Collateralisation category,Custom basket indicator,Index factor,Underlier ID-Leg 1,Underlier ID-Leg 2,Underlier ID source-Leg 1,Underlying Asset Name,Underlying asset subtype or underlying contract subtype-Leg 1,Underlying asset subtype or underlying contract subtype-Leg 2,Embedded Option type,Option Type,Option Style,Package indicator,Package transaction price,Package transaction price currency,Package transaction price notation,Package transaction spread,Package transaction spread currency,Package transaction spread notation,Physical delivery location-Leg 1,Delivery Type,Unique Product Identifier,UPI FISN,UPI Underlier Name
"1502050873","1499907815","MODI","TRAD","2025-05-05T08:53:09Z","true","EQ","","N","","2025-05-02T16:45:55Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","730,000","","EUR","","","","68,000","","","","SHAS","","","","","","","","","","","","","","","","","","","","","10.8031716","ACCY","-0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","REP.MC","","RIC","","","","OPET","","","false","","","","","","","","","QZ7QHDRQG7ZN","NA/Swaps Sgle Stk Tot Rtn","REPSOL, S.A., ACCIONES POR DESDOBLAMIENTO -ANT. REPSOL YPF, S.A. -ANT. REPSOL, S.A."
"1502050874","","NEWT","TRAD","2025-05-05T08:53:51Z","","EQ","","N","","2025-05-05T08:49:57Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","8,000","","EUR","","","","665","","","","SHAS","","","","","","","","","","","","","","","","","","","","","12.04824","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","OVH.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZLSTW6SBPML","NA/Swaps Sgle Stk Tot Rtn","No name obtainable"
"1502050875","1499929188","TERM","ETRM","2025-05-05T08:53:40Z","","EQ","","N","","2025-05-02T16:52:20Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","5.16","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","UBKG.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZBV1XDT2S9V","NA/Swaps Sgle Stk Tot Rtn","UmweltBank AGInhaber-Aktien o.N."
"1502050877","1499907968","TERM","ETRM","2025-05-05T08:53:46Z","","EQ","","N","","2025-05-02T16:46:03Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","31.95","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","SBOE.VI","","RIC","","","","OPET","","","false","","","","","","","","","QZ8QB1056BL5","NA/Swaps Sgle Stk Tot Rtn","No name obtainable"
"1502050878","1499999540","TERM","ETRM","2025-05-05T08:53:26Z","","EQ","","N","","2025-05-02T18:48:03Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","54.66472","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","R3NK.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZRNJ99NB3HQ","NA/Swaps Sgle Stk Tot Rtn","RENK Group AGInhaber-Aktien o.N."
"1502050879","1499930059","TERM","ETRM","2025-05-05T08:53:09Z","","EQ","","N","","2025-05-02T16:53:20Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","131.00321","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","RDC.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZM15FJCL0BQ","NA/Swaps Sgle Stk Tot Rtn","SHOP APOTHEKE EUROPE"
"1502050880","1499923976","TERM","ETRM","2025-05-05T08:53:26Z","","EQ","","N","","2025-05-02T16:51:12Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","12.08833","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","SLIGR.AS","","RIC","","","","OPET","","","false","","","","","","","","","QZTWH7J0MQH0","NA/Swaps Sgle Stk Tot Rtn","KEMPEN SLIGRO FOOD GROUP AAND"
"1502050881","1471382343","MODI","TRAD","2025-05-05T08:51:15Z","true","EQ","","N","","2025-04-11T16:49:36Z","2025-04-15","2026-11-18","","FALSE","BILT","","","","79,000,000","","EUR","","","","640,000","","","","SHAS","","","","","","","","","","","","","","","","","","","","","126.2568465","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","SGEF.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZK37SC82HXZ","NA/Swaps Sgle Stk Tot Rtn","ORD"
"1502050882","1499923781","MODI","TRAD","2025-05-05T08:53:56Z","true","EQ","","N","","2025-05-02T16:51:00Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","680,000","","EUR","","","","30,000","","","","SHAS","","","","","","","","","","","","","","","","","","","","","22.5639136","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","PHG.AS","","RIC","","","","OPET","","","false","","","","","","","","","QZX4FV0TFVHS","NA/Swaps Sgle Stk Tot Rtn","PHILIPS KON"
"1502050883","","NEWT","TRAD","2025-05-05T08:53:26Z","","EQ","","N","","2025-05-05T08:49:43Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","3,600","","EUR","","","","75","","","","SHAS","","","","","","","","","","","","","","","","","","","","","47.3683019","ACCY","-0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","RENA.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZ3DP4STP82K","NA/Swaps Sgle Stk Tot Rtn","RENAULT"
"1502050884","1499939391","TERM","ETRM","2025-05-05T08:53:46Z","","EQ","","N","","2025-05-02T16:56:45Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","54.41749","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","NN.AS","","RIC","","","","OPET","","","false","","","","","","","","","QZDRF8ZWSKBM","NA/Swaps Sgle Stk Tot Rtn","No name obtainable"
"1502050885","1499939448","TERM","ETRM","2025-05-05T08:53:40Z","","EQ","","N","","2025-05-02T16:56:51Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","96.37537","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","PERP.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZDMBJ214JBS","NA/Swaps Sgle Stk Tot Rtn","ORD."
"1502050886","1498044804","MODI","TRAD","2025-05-05T08:53:56Z","true","EQ","","N","","2025-04-30T17:15:13Z","2025-05-05","2026-11-18","","FALSE","BILT","","","","14,000","","EUR","","","","730","","","","SHAS","","","","","","","","","","","","","","","","","","","","","19.302042556","ACCY","-0.0125","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","LAGA.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZC4N4CLJ9B2","NA/Swaps Sgle Stk Tot Rtn","LAGARDERE"
"1502050887","1499935091","TERM","ETRM","2025-05-05T08:53:56Z","","EQ","","N","","2025-05-02T16:54:03Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","21.14","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","PFE.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZQWD9BWBSSD","NA/Swaps Sgle Stk Tot Rtn","No name obtainable"
"1502050888","1499935323","TERM","ETRM","2025-05-05T08:53:56Z","","EQ","","N","","2025-05-02T16:56:45Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","576.6","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","MUVGn.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZGPG1GQRWHG","NA/Swaps Sgle Stk Tot Rtn","Münchener Rückvers.-Ges. AGvink.Namens-Aktien o.N."
"1502050889","","NEWT","TRAD","2025-05-05T08:53:56Z","","EQ","","N","","2025-05-05T08:50:00Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","25,000","","EUR","","","","1,200","","","","SHAS","","","","","","","","","","","","","","","","","","","","","20.746796","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","PFE.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZQWD9BWBSSD","NA/Swaps Sgle Stk Tot Rtn","No name obtainable"
"1502050890","1502050760","TERM","ETRM","2025-05-05T08:53:26Z","","EQ","","N","","2025-05-05T08:49:43Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","32.31","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","VIE.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZ77CB9J23R1","NA/Swaps Sgle Stk Tot Rtn","ORD."
"1502050891","1499953435","TERM","ETRM","2025-05-05T08:53:51Z","","EQ","","N","","2025-05-02T16:53:03Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","10.32212","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","KOJAMO.HE","","RIC","","","","OPET","","","false","","","","","","","","","QZQCXTXXTLTW","NA/Swaps Sgle Stk Tot Rtn","No name obtainable"
"1502050892","","NEWT","TRAD","2025-05-05T08:53:26Z","","EQ","","N","","2025-05-05T08:49:43Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","4,200","","EUR","","","","75","","","","SHAS","","","","","","","","","","","","","","","","","","","","","57.5344067675","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","KWSG.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZ5ZMJB87BMS","NA/Swaps Sgle Stk Tot Rtn","KWS SAAT SE & Co. KGaAInhaber-Aktien o.N."
"1502050893","1502029571","TERM","ETRM","2025-05-05T08:53:56Z","","EQ","","N","","2025-05-05T08:07:37Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","215.8","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","SCHN.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZG5FLRFKWMX","NA/Swaps Sgle Stk Tot Rtn","No name obtainable"
"1502050894","1499929159","TERM","ETRM","2025-05-05T08:53:46Z","","EQ","","N","","2025-05-02T16:52:03Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","3.76993","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","NXFIL.AS","","RIC","","","","OPET","","","false","","","","","","","","","QZP3D55SQTCC","NA/Swaps Sgle Stk Tot Rtn","NX Filtration ordinary shares"
"1502050895","1499842898","MODI","TRAD","2025-05-05T08:53:40Z","true","EQ","","N","","2025-05-02T16:25:17Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","1,000,000","","EUR","","","","13,000","","","","SHAS","","","","","","","","","","","","","","","","","","","","","75.7860759052","ACCY","0.002","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","NAFG.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZXC5GGKQM23","NA/Swaps Sgle Stk Tot Rtn","Aurubis AGInhaber-Aktien o.N."
"1502050896","1502050869","TERM","ETRM","2025-05-05T08:53:09Z","","EQ","","N","","2025-05-05T08:49:35Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","130.6","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","RDC.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZM15FJCL0BQ","NA/Swaps Sgle Stk Tot Rtn","SHOP APOTHEKE EUROPE"
"1502050907","1502049533","EROR","","2025-05-05T08:54:32Z","","EQ","","","","2025-05-05T08:54:32Z","2025-05-05","9999-12-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1502050908","","NEWT","TRAD","2025-05-05T08:54:32Z","","EQ","","N","","2025-05-05T08:54:32Z","2025-05-05","9999-12-31","","FALSE","XXXX","","","","710,000","","ZAR","","","","140","","","","SHAS","SHAS","","","","","","","","","","","","","","","","","","","","5,035.4801320311","ACCY","","","","","","","true","ZAR","1","","","","","","","","","","","","","","","","","","","","","","","ZAR","","","","false","","NPNJn.J","","RIC","","","","","","","false","","","","","","","","","QZTMNLZJ9XX6","NA/Swaps Sgle Stk Tot Rtn","Ordinary Share"
"1502050909","1502049981","MODI","TRAD","2025-05-05T08:50:50Z","true","EQ","","N","","2025-05-05T08:50:50Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","230,000","","EUR","","","","6,100","","","","SHAS","","","","","","","","","","","","","","","","","","","","","37.5020748","ACCY","0.002","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","KGX.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZFL35ZTDCFX","NA/Swaps Sgle Stk Tot Rtn","KION GROUP AGInhaber-Aktien o.N."
"1502050910","1499907815","TERM","ETRM","2025-05-05T08:53:09Z","","EQ","","N","","2025-05-02T16:45:55Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","10.71503","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","REP.MC","","RIC","","","","OPET","","","false","","","","","","","","","QZ7QHDRQG7ZN","NA/Swaps Sgle Stk Tot Rtn","REPSOL, S.A., ACCIONES POR DESDOBLAMIENTO -ANT. REPSOL YPF, S.A. -ANT. REPSOL, S.A."
"1502050911","1502050866","TERM","ETRM","2025-05-05T08:53:33Z","","EQ","","N","","2025-05-05T08:49:43Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","2.31","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","SNGGk.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZDVM7G81369","NA/Swaps Sgle Stk Tot Rtn","Singulus Technologies AGInhaber-Aktien EO 1"
"1502050912","1499999370","MODI","TRAD","2025-05-05T08:53:46Z","true","EQ","","N","","2025-05-02T18:47:51Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","14,000","","EUR","","","","335","","","","SHAS","","","","","","","","","","","","","","","","","","","","","41.4210156","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","ISOS.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZBPCN5NC009","NA/Swaps Sgle Stk Tot Rtn","ORD."
"1502050913","1499923099","MODI","TRAD","2025-05-05T08:53:26Z","true","EQ","","N","","2025-05-02T16:51:07Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","1,000,000","","EUR","","","","29,000","","","","SHAS","","","","","","","","","","","","","","","","","","","","","34.6715926298","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","PSHG_p.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZBD16KCLXJD","NA/Swaps Sgle Stk Tot Rtn","Porsche Automobil Holding SEInhaber-Vorzugsaktien o.St.o.N"
"1502050914","1499910723","MODI","TRAD","2025-05-05T08:53:40Z","true","EQ","","N","","2025-05-02T16:46:42Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","310,000","","EUR","","","","69,000","","","","SHAS","","","","","","","","","","","","","","","","","","","","","4.50670048","ACCY","0.001","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","TEF.MC","","RIC","","","","OPET","","","false","","","","","","","","","QZC02B4H33JG","NA/Swaps Sgle Stk Tot Rtn","TELEFONICA, S.A., ACCIONES POR DESDOBLAMIENTO"
"1502050915","1502050889","MODI","TRAD","2025-05-05T08:53:56Z","true","EQ","","N","","2025-05-05T08:50:00Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","3,400","","EUR","","","","160","","","","SHAS","","","","","","","","","","","","","","","","","","","","","21.146427","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","PFE.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZQWD9BWBSSD","NA/Swaps Sgle Stk Tot Rtn","No name obtainable"
"1502050916","1471382343","MODI","TRAD","2025-05-05T08:51:15Z","true","EQ","","N","","2025-04-11T16:49:36Z","2025-04-15","2026-11-18","","FALSE","BILT","","","","77,000,000","","EUR","","","","630,000","","","","SHAS","","","","","","","","","","","","","","","","","","","","","125.052105","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","SGEF.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZK37SC82HXZ","NA/Swaps Sgle Stk Tot Rtn","ORD"
"1502050917","1499842898","MODI","TRAD","2025-05-05T08:53:40Z","true","EQ","","N","","2025-05-02T16:25:17Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","1,000,000","","EUR","","","","13,000","","","","SHAS","","","","","","","","","","","","","","","","","","","","","75.8681","ACCY","0.002","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","NAFG.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZXC5GGKQM23","NA/Swaps Sgle Stk Tot Rtn","Aurubis AGInhaber-Aktien o.N."
"1502050918","1502050892","TERM","ETRM","2025-05-05T08:53:26Z","","EQ","","N","","2025-05-05T08:49:43Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","56.7","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","KWSG.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZ5ZMJB87BMS","NA/Swaps Sgle Stk Tot Rtn","KWS SAAT SE & Co. KGaAInhaber-Aktien o.N."
"1502050919","1502050874","TERM","ETRM","2025-05-05T08:53:51Z","","EQ","","N","","2025-05-05T08:49:57Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","12.08042","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","OVH.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZLSTW6SBPML","NA/Swaps Sgle Stk Tot Rtn","No name obtainable"
"1502050920","1499910724","MODI","TRAD","2025-05-05T08:53:14Z","true","EQ","","N","","2025-05-02T16:46:11Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","255","","EUR","","","","255","","","","SHAS","","","","","","","","","","","","","","","","","","","","","1.00806","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","SEQUA.BR","","RIC","","","","OPET","","","false","","","","","","","","","QZWG2T3M6XPH","NA/Swaps Sgle Stk Tot Rtn","Shs"
"1502050921","1499923781","MODI","TRAD","2025-05-05T08:53:56Z","true","EQ","","N","","2025-05-02T16:51:00Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","620,000","","EUR","","","","27,000","","","","SHAS","","","","","","","","","","","","","","","","","","","","","22.6420704","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","PHG.AS","","RIC","","","","OPET","","","false","","","","","","","","","QZX4FV0TFVHS","NA/Swaps Sgle Stk Tot Rtn","PHILIPS KON"
"1502050927","1499935063","TERM","ETRM","2025-05-05T08:53:40Z","","EQ","","N","","2025-05-02T16:46:47Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","26.05","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","TESB.BR","","RIC","","","","OPET","","","false","","","","","","","","","QZ7MGLPVKP5C","NA/Swaps Sgle Stk Tot Rtn","Act"
"1502050928","1499953132","TERM","ETRM","2025-05-05T08:53:33Z","","EQ","","N","","2025-05-02T16:52:27Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","74.40897","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","VETO.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZ0JJJ735B3F","NA/Swaps Sgle Stk Tot Rtn","ORD"

